time,data
1.7624507456580777e+18,Error Code 0: No fault - Motor operating normally
1.7624507457056177e+18,Error Code 0: No fault - Motor operating normally
1.7624507457552166e+18,Error Code 0: No fault - Motor operating normally
1.762450745806947e+18,Error Code 0: No fault - Motor operating normally
1.7624507458562107e+18,Error Code 0: No fault - Motor operating normally
1.7624507459058734e+18,Error Code 0: No fault - Motor operating normally
1.7624507459562076e+18,Error Code 0: No fault - Motor operating normally
1.762450746005508e+18,Error Code 0: No fault - Motor operating normally
1.7624507460563054e+18,Error Code 0: No fault - Motor operating normally
1.7624507461076065e+18,Error Code 0: No fault - Motor operating normally
1.7624507461566543e+18,Error Code 0: No fault - Motor operating normally
1.7624507462101148e+18,Error Code 0: No fault - Motor operating normally
1.7624507462556997e+18,Error Code 0: No fault - Motor operating normally
1.762450746306436e+18,Error Code 0: No fault - Motor operating normally
1.7624507463545874e+18,Error Code 0: No fault - Motor operating normally
1.7624507464062584e+18,Error Code 0: No fault - Motor operating normally
1.7624507464572342e+18,Error Code 0: No fault - Motor operating normally
1.762450746505902e+18,Error Code 0: No fault - Motor operating normally
1.7624507465557435e+18,Error Code 0: No fault - Motor operating normally
1.7624507466068682e+18,Error Code 0: No fault - Motor operating normally
1.762450746656374e+18,Error Code 0: No fault - Motor operating normally
1.7624507467057656e+18,Error Code 0: No fault - Motor operating normally
1.762450746758625e+18,Error Code 0: No fault - Motor operating normally
1.7624507468111316e+18,Error Code 0: No fault - Motor operating normally
1.7624507468591273e+18,Error Code 0: No fault - Motor operating normally
1.7624507468715896e+18,Error Code 0: No fault - Motor operating normally
1.762450746905173e+18,Error Code 0: No fault - Motor operating normally
1.7624507469555116e+18,Error Code 0: No fault - Motor operating normally
1.7624507470052244e+18,Error Code 0: No fault - Motor operating normally
1.762450747056939e+18,Error Code 0: No fault - Motor operating normally
1.762450747106915e+18,Error Code 0: No fault - Motor operating normally
1.762450747155839e+18,Error Code 0: No fault - Motor operating normally
1.7624507472056026e+18,Error Code 0: No fault - Motor operating normally
1.7624507472556892e+18,Error Code 0: No fault - Motor operating normally
1.762450747305172e+18,Error Code 0: No fault - Motor operating normally
1.7624507473557793e+18,Error Code 0: No fault - Motor operating normally
1.7624507474058542e+18,Error Code 0: No fault - Motor operating normally
1.7624507474576225e+18,Error Code 0: No fault - Motor operating normally
1.7624507475071675e+18,Error Code 0: No fault - Motor operating normally
1.7624507475567442e+18,Error Code 0: No fault - Motor operating normally
1.7624507476059978e+18,Error Code 0: No fault - Motor operating normally
1.7624507476553574e+18,Error Code 0: No fault - Motor operating normally
1.7624507477051287e+18,Error Code 0: No fault - Motor operating normally
1.7624507477553375e+18,Error Code 0: No fault - Motor operating normally
1.7624507478062333e+18,Error Code 0: No fault - Motor operating normally
1.7624507478569613e+18,Error Code 0: No fault - Motor operating normally
1.762450747907216e+18,Error Code 0: No fault - Motor operating normally
1.7624507479563208e+18,Error Code 0: No fault - Motor operating normally
1.7624507480061128e+18,Error Code 0: No fault - Motor operating normally
1.7624507480560532e+18,Error Code 0: No fault - Motor operating normally
1.7624507481056753e+18,Error Code 0: No fault - Motor operating normally
1.7624507481565117e+18,Error Code 0: No fault - Motor operating normally
1.7624507482073638e+18,Error Code 0: No fault - Motor operating normally
1.762450748257257e+18,Error Code 0: No fault - Motor operating normally
1.7624507483056364e+18,Error Code 0: No fault - Motor operating normally
1.762450748356322e+18,Error Code 0: No fault - Motor operating normally
1.7624507484045957e+18,Error Code 0: No fault - Motor operating normally
1.762450748456626e+18,Error Code 0: No fault - Motor operating normally
1.7624507485076541e+18,Error Code 0: No fault - Motor operating normally
1.7624507485563313e+18,Error Code 0: No fault - Motor operating normally
1.7624507486059896e+18,Error Code 0: No fault - Motor operating normally
1.762450748655207e+18,Error Code 0: No fault - Motor operating normally
1.7624507487056402e+18,Error Code 0: No fault - Motor operating normally
1.7624507487556972e+18,Error Code 0: No fault - Motor operating normally
1.7624507488060173e+18,Error Code 0: No fault - Motor operating normally
1.7624507488561915e+18,Error Code 0: No fault - Motor operating normally
1.762450748906016e+18,Error Code 0: No fault - Motor operating normally
1.7624507489550618e+18,Error Code 0: No fault - Motor operating normally
1.7624507490056527e+18,Error Code 0: No fault - Motor operating normally
1.7624507490562824e+18,Error Code 0: No fault - Motor operating normally
1.7624507491060383e+18,Error Code 0: No fault - Motor operating normally
1.7624507491559596e+18,Error Code 0: No fault - Motor operating normally
1.7624507492055708e+18,Error Code 0: No fault - Motor operating normally
1.7624507492556083e+18,Error Code 0: No fault - Motor operating normally
1.7624507493055864e+18,Error Code 0: No fault - Motor operating normally
1.7624507493554184e+18,Error Code 0: No fault - Motor operating normally
1.7624507494053804e+18,Error Code 0: No fault - Motor operating normally
1.7624507494568435e+18,Error Code 0: No fault - Motor operating normally
1.7624507495062707e+18,Error Code 0: No fault - Motor operating normally
1.7624507495555796e+18,Error Code 0: No fault - Motor operating normally
1.762450749605052e+18,Error Code 0: No fault - Motor operating normally
1.7624507496558615e+18,Error Code 0: No fault - Motor operating normally
1.7624507497057574e+18,Error Code 0: No fault - Motor operating normally
1.7624507497564485e+18,Error Code 0: No fault - Motor operating normally
1.7624507498068173e+18,Error Code 0: No fault - Motor operating normally
1.7624507498560028e+18,Error Code 0: No fault - Motor operating normally
1.7624507499054257e+18,Error Code 0: No fault - Motor operating normally
1.7624507499558556e+18,Error Code 0: No fault - Motor operating normally
