time,data
1.7624507471573821e+18,Error Code 0: No fault - Motor operating normally
1.7624507472071726e+18,Error Code 0: No fault - Motor operating normally
1.7624507472577434e+18,Error Code 0: No fault - Motor operating normally
1.7624507473067628e+18,Error Code 0: No fault - Motor operating normally
1.7624507473565624e+18,Error Code 0: No fault - Motor operating normally
1.7624507474072136e+18,Error Code 0: No fault - Motor operating normally
1.762450747457026e+18,Error Code 0: No fault - Motor operating normally
1.762450747507224e+18,Error Code 0: No fault - Motor operating normally
1.762450747556825e+18,Error Code 0: No fault - Motor operating normally
1.7624507476069064e+18,Error Code 0: No fault - Motor operating normally
1.7624507476572088e+18,Error Code 0: No fault - Motor operating normally
1.7624507477070838e+18,Error Code 0: No fault - Motor operating normally
1.7624507477564221e+18,Error Code 0: No fault - Motor operating normally
1.762450747806326e+18,Error Code 0: No fault - Motor operating normally
1.7624507478570383e+18,Error Code 0: No fault - Motor operating normally
1.7624507479072955e+18,Error Code 0: No fault - Motor operating normally
1.7624507479568556e+18,Error Code 0: No fault - Motor operating normally
1.762450748008239e+18,Error Code 0: No fault - Motor operating normally
1.7624507480577597e+18,Error Code 0: No fault - Motor operating normally
1.762450748106518e+18,Error Code 0: No fault - Motor operating normally
1.7624507481576328e+18,Error Code 0: No fault - Motor operating normally
1.7624507482083584e+18,Error Code 0: No fault - Motor operating normally
1.7624507482582413e+18,Error Code 0: No fault - Motor operating normally
1.762450748307006e+18,Error Code 0: No fault - Motor operating normally
1.7624507483579814e+18,Error Code 0: No fault - Motor operating normally
1.7624507484062456e+18,Error Code 0: No fault - Motor operating normally
1.7624507484575268e+18,Error Code 0: No fault - Motor operating normally
1.7624507485085007e+18,Error Code 0: No fault - Motor operating normally
1.762450748557582e+18,Error Code 0: No fault - Motor operating normally
1.762450748607074e+18,Error Code 0: No fault - Motor operating normally
1.7624507486573217e+18,Error Code 0: No fault - Motor operating normally
1.762450748706391e+18,Error Code 0: No fault - Motor operating normally
1.7624507487575606e+18,Error Code 0: No fault - Motor operating normally
1.7624507488070513e+18,Error Code 0: No fault - Motor operating normally
1.7624507488572234e+18,Error Code 0: No fault - Motor operating normally
1.7624507489073938e+18,Error Code 0: No fault - Motor operating normally
1.7624507489566605e+18,Error Code 0: No fault - Motor operating normally
1.7624507490098253e+18,Error Code 0: No fault - Motor operating normally
1.7624507490563497e+18,Error Code 0: No fault - Motor operating normally
1.7624507491067026e+18,Error Code 0: No fault - Motor operating normally
1.7624507491573489e+18,Error Code 0: No fault - Motor operating normally
1.762450749207109e+18,Error Code 0: No fault - Motor operating normally
1.762450749257104e+18,Error Code 0: No fault - Motor operating normally
1.7624507493073654e+18,Error Code 0: No fault - Motor operating normally
1.7624507493571333e+18,Error Code 0: No fault - Motor operating normally
1.762450749407021e+18,Error Code 0: No fault - Motor operating normally
1.7624507494581548e+18,Error Code 0: No fault - Motor operating normally
1.7624507495078764e+18,Error Code 0: No fault - Motor operating normally
1.7624507495576212e+18,Error Code 0: No fault - Motor operating normally
1.7624507496070866e+18,Error Code 0: No fault - Motor operating normally
1.7624507496566666e+18,Error Code 0: No fault - Motor operating normally
1.7624507497067244e+18,Error Code 0: No fault - Motor operating normally
1.762450749758047e+18,Error Code 0: No fault - Motor operating normally
1.7624507498083197e+18,Error Code 0: No fault - Motor operating normally
1.7624507498573857e+18,Error Code 0: No fault - Motor operating normally
1.7624507499071636e+18,Error Code 0: No fault - Motor operating normally
1.7624507499568264e+18,Error Code 0: No fault - Motor operating normally
